40.660015,116.17091144,1
40.642029,116.17091144,1
40.615050000000004,116.10997807999999,1
40.579078,116.06935584,1
40.579078,116.10997807999999,1
40.570085,116.21153368,3
40.561092,116.15060032,4
40.561092,116.19122256,1
40.561092,116.23184479999999,6
40.552099000000005,116.00842248,7
40.552099000000005,116.08966696,8
40.552099000000005,116.25215591999999,1
40.543106,116.0287336,10
40.543106,116.35371151999999,3
40.534113000000005,116.00842248,22
40.534113000000005,116.04904472,1
40.534113000000005,116.08966696,3
40.534113000000005,116.17091144,5
40.534113000000005,116.21153368,2
40.52512,115.94748912,10
40.52512,115.98811135999999,3
40.52512,116.0287336,2
40.52512,116.15060032,27
40.516127000000004,115.88655576,6
40.516127000000004,115.927178,4
40.516127000000004,115.96780024,4
40.516127000000004,116.13028919999999,1
40.516127000000004,116.17091144,3
40.516127000000004,116.29277816,1
40.507134,115.90686688,3
40.507134,115.94748912,1
40.507134,115.98811135999999,5
40.507134,116.0287336,1
40.507134,116.06935584,1
40.507134,116.10997807999999,4
40.507134,116.15060032,2
40.498141000000004,115.88655576,4
40.498141000000004,115.96780024,2
40.498141000000004,116.00842248,2
40.498141000000004,116.08966696,2
40.489148,115.94748912,1
40.489148,115.98811135999999,8
40.489148,116.0287336,7
40.480155,115.84593352,4
40.480155,115.96780024,12
40.480155,116.00842248,6
40.480155,116.04904472,3
40.480155,116.08966696,1
40.471162,115.86624463999999,2
40.471162,115.94748912,3
40.471162,115.98811135999999,77
40.471162,116.0287336,5
40.462169,115.96780024,260
40.462169,116.00842248,7
40.462169,116.04904472,1
40.462169,116.08966696,1
40.453176,115.86624463999999,2
40.453176,115.94748912,11
40.453176,115.98811135999999,29
40.453176,116.0287336,1
40.453176,116.10997807999999,1
40.444183,115.927178,6
40.444183,115.96780024,68
40.444183,116.00842248,5
40.444183,116.08966696,29
40.444183,116.65837832,4
40.43519,115.90686688,3
40.43519,115.98811135999999,8
40.43519,116.0287336,4
40.43519,116.67868944,13
40.426197,115.88655576,3
40.426197,115.927178,5
40.426197,115.96780024,11
40.426197,116.00842248,1
40.426197,116.65837832,2
40.426197,116.942734,7
40.417204000000005,115.90686688,2
40.417204000000005,115.98811135999999,3
40.417204000000005,116.0287336,2
40.417204000000005,116.06935584,1
40.417204000000005,116.434956,3
40.417204000000005,116.47557823999999,3
40.417204000000005,116.51620048,4
40.417204000000005,116.67868944,7
40.417204000000005,116.75993392,1
40.417204000000005,116.80055616,2
40.417204000000005,116.84117839999999,1
40.417204000000005,116.88180064,1
40.417204000000005,116.96304511999999,1
40.408211,115.927178,1
40.408211,115.96780024,3
40.408211,116.00842248,4
40.408211,116.25215591999999,1
40.408211,116.3334004,20
40.408211,116.49588935999999,3
40.408211,116.78024504,3
40.408211,116.82086728,3
40.408211,116.90211176,1
40.408211,116.942734,3
40.399218000000005,116.55682272,9
40.399218000000005,116.67868944,31
40.399218000000005,116.84117839999999,12
40.399218000000005,116.88180064,1
40.399218000000005,116.92242288,5
40.399218000000005,116.96304511999999,1
40.390225,116.82086728,9
40.390225,116.86148951999999,86
40.390225,116.90211176,7
40.381232000000004,115.90686688,3
40.381232000000004,116.35371151999999,4
40.381232000000004,116.55682272,6
40.381232000000004,116.6380672,3
40.381232000000004,116.67868944,32
40.381232000000004,116.75993392,2
40.381232000000004,116.80055616,6
40.381232000000004,116.84117839999999,257
40.381232000000004,116.88180064,12
40.381232000000004,116.92242288,2
40.372239,115.88655576,56
40.372239,115.96780024,6
40.372239,116.61775607999999,39
40.372239,116.65837832,20
40.372239,116.78024504,2
40.372239,116.82086728,179
40.372239,116.86148951999999,101
40.372239,116.942734,4
40.363246000000004,115.90686688,6
40.363246000000004,115.94748912,10
40.363246000000004,115.98811135999999,47
40.363246000000004,116.31308928,1
40.363246000000004,116.35371151999999,10
40.363246000000004,116.55682272,10
40.363246000000004,116.59744495999999,7
40.363246000000004,116.67868944,16
40.363246000000004,116.75993392,3
40.363246000000004,116.80055616,52
